Kod,DataKod,Rok,Miesiac,Dzien,Rok_Prod,Waga,Wilg,Olej
250217,2025-02,25,2,17,24,1968,6.23333333333333,2.01
250218,2025-02,25,2,18,24,3049,5.5,2.08
250219,2025-02,25,2,19,24,1959,7.3,2.1
250220,2025-02,25,2,20,24,1832,7.1,2.135
250221,2025-02,25,2,21,24,1113,5.3,2.07
250222,2025-02,25,2,22,24,2271,6.33333333333333,2.13666666666667
250224,2025-02,25,2,24,24,730,6.6,1.71
250225,2025-02,25,2,25,24,1860,7.25,2.12
250226,2025-02,25,2,26,24,890,5.2,2.89
250227,2025-02,25,2,27,24,1152,5.7,2.15
250228,2025-02,25,2,28,24,1249,5.3,1.96
250301,2025-03,25,3,1,24,3044,6.6,2.13
250303,2025-03,25,3,3,24,2127,6.15,1.98
250304,2025-03,25,3,4,24,860,6.1,1.83
250305,2025-03,25,3,5,24,2547,6.8,2.24333333333333
250306,2025-03,25,3,6,24,2504,5.86666666666667,2.13
250307,2025-03,25,3,7,24,3298,5.3,2.41333333333333
250308,2025-03,25,3,8,24,3003,5.56,2.106
250310,2025-03,25,3,10,24,3152,6.575,1.9925
250311,2025-03,25,3,11,24,2486,7.46666666666667,1.93
250312,2025-03,25,3,12,24,2828,6.66,2.294
250313,2025-03,25,3,13,24,4302,6.375,2.15
250314,2025-03,25,3,14,24,3259,5.35,2.1575
250315,2025-03,25,3,15,24,3606,7.16,2.132
250317,2025-03,25,3,17,24,2942,6.375,2.075
250318,2025-03,25,3,18,24,2219,6.1,1.87
250319,2025-03,25,3,19,24,2630,7.83333333333333,2.48333333333333
250320,2025-03,25,3,20,24,1581,6.5,2.225
250321,2025-03,25,3,21,24,2393,6.65,2.26
250322,2025-03,25,3,22,24,3712,6.375,1.9725
250324,2025-03,25,3,24,24,2122,7.05,2.235
250326,2025-03,25,3,26,24,2743,6.83333333333333,1.82333333333333
250327,2025-03,25,3,27,24,3622,6.55,2.3825
250328,2025-03,25,3,28,24,2620,7.2,2.28
250329,2025-03,25,3,29,24,3360,5.625,1.77125
250331,2025-03,25,3,31,24,4078,6.85,2.255
250401,2025-04,25,4,1,24,3043,7.125,2.0625
250402,2025-04,25,4,2,24,1147,6.85,2.01
250403,2025-04,25,4,3,24,1926,5,1.985
250404,2025-04,25,4,4,24,1367,7.16666666666667,2.12
250405,2025-04,25,4,5,24,3139,6.325,1.9325
250407,2025-04,25,4,7,24,3183,7.075,2.0725
250409,2025-04,25,4,9,24,2915,6.76666666666667,1.87666666666667
250410,2025-04,25,4,10,24,1534,6.75,2.255
250411,2025-04,25,4,11,24,1005,7.1,2.52
250412,2025-04,25,4,12,24,3389,6.46,2.188
250415,2025-04,25,4,15,24,804,6.5,1.96
250423,2025-04,25,4,23,24,972,5.9,2.95
250424,2025-04,25,4,24,24,2044,6.8,2.275
250425,2025-04,25,4,25,24,1233,7.3,2.08
250426,2025-04,25,4,26,24,657,5.9,1.91
250428,2025-04,25,4,28,24,896,5.9,1.84
250429,2025-04,25,4,29,24,3525,6.55,2.2525
250430,2025-04,25,4,30,24,1959,7.06666666666667,1.85
250501,2025-05,25,5,1,24,669,8.4,1.97
250502,2025-05,25,5,2,24,1475,7.15,2.295
250505,2025-05,25,5,5,24,977,6.8,1.78
250506,2025-05,25,5,6,24,1596,7.1,2.225
250507,2025-05,25,5,7,24,2405,6.66666666666667,1.99666666666667
250508,2025-05,25,5,8,24,1308,6.85,2.365
250509,2025-05,25,5,9,24,3369,6.825,2.0425
250510,2025-05,25,5,10,24,1808,7.35,1.865
250512,2025-05,25,5,12,24,3785,6.4,1.73
250514,2025-05,25,5,14,24,995,8.45,2.185
250515,2025-05,25,5,15,24,3006,7.46,1.97
250516,2025-05,25,5,16,24,713,6.8,1.88
250517,2025-05,25,5,17,24,1676,7.3,1.835
250519,2025-05,25,5,19,24,1548,7,2.42
250520,2025-05,25,5,20,24,394,7,2.45
250521,2025-05,25,5,21,24,1066,7.6,1.775
250523,2025-05,25,5,23,24,2423,7.1,1.71
250524,2025-05,25,5,24,24,390,7,2.08
250526,2025-05,25,5,26,24,2958.5,8.03333333333333,2.24
250527,2025-05,25,5,27,24,35,9.2,2.11
250528,2025-05,25,5,28,24,1006,7.8,1.75
250530,2025-05,25,5,30,24,5189.5,8.73333333333333,1.78333333333333
250531,2025-05,25,5,31,24,4415.5,8.375,1.5975
250602,2025-06,25,6,2,24,1276,6.5,1.78
250604,2025-06,25,6,4,24,2061,7.5,1.93666666666667
250607,2025-06,25,6,7,24,1316,6.55,2.13
250613,2025-06,25,6,13,24,1347,7,1.94
250614,2025-06,25,6,14,24,931,6.8,1.525
250616,2025-06,25,6,16,24,733,6.9,1.36
250618,2025-06,25,6,18,24,498,6.8,1.96
250620,2025-06,25,6,20,24,407,6.3,1.65
250621,2025-06,25,6,21,24,832,6.1,1.28
250623,2025-06,25,6,23,24,1320,6.1,1.5
250627,2025-06,25,6,27,24,1325,6.8,1.81
250719,2025-07,25,7,19,24,1065,7.5,1.72
250724,2025-07,25,7,24,24,965,5.2,1.58
250818,2025-08,25,8,18,24,371,6.2,2.1
250823,2025-08,25,8,23,24,1248,6.5,1.49
