Kod,Waga,Waga_Pz,Wilg,Piach,Olej
T23020331,416,399,"6,4","5,80","2,60"
T23020341,"702,2",674,"5,5","6,13","1,96"
T23020351,707,650,"5,1","6,82","2,11"
T23020351,516,548,"5,1","6,69","2,11"
T23020361,1056,1015,"6,0","6,13","2,24"
T23020431,"645,8","621,5","6,9","8,35","2,23"
T23020441,"684,8","657,4","5,0","7,57","1,98"
T23020451,994,"953,1","6,1","7,57","2,44"
T23020461,1324,1278,"5,3","6,64","2,18"
T23020631,"1909,6","1842,6","5,3","8,35","1,80"
T23020641,1815,1815,"6,3","6,13","1,80"
T23020651,1004,977,"4,9","6,40","1,88"
T23020661,890,"856,7","5,5","6,13","2,39"
T23020731,"922,8","896,3","5,5","6,64","1,94"
T23020741,"945,5","919,6","5,2","6,40","2,28"
T23020751,1255,"1209,1","4,7","9,07","1,40"
T23020761,1010,"978,1","5,7","6,04","1,84"
T23020831,"560,4",536,"7,3","9,02","1,95"
T23020841,"603,2","582,1","6,4","9,07","2,38"
T23020851,1117,"1087,3","4,5","9,07","2,02"
T23020861,377,449,"5,3","6,40","2,41"
T23020861,672,600,"5,3","6,40","2,41"
T23020931,958,915,"6,1","5,66","1,81"
T23020951,978,"946,7","4,9","9,02","2,04"
T23020961,836,806,"5,5","9,07","2,52"
T23021031,736,"709,5","5,6","6,04","1,84"
T23021041,"605,8",582,"6,0","5,76","1,86"
T23021051,1234,1198,"4,9","9,02","1,99"
T23021061,"858,4","827,8","5,7","6,04","2,49"
T23021131,"1024,3","991,1","5,5","5,66","1,96"
T23021141,"892,4","861,4","5,8","5,66","2,58"
T23021151,2118,"2053,7","5,4","5,76","2,22"
T23021331,"768,8",747,"7,3","9,02","2,23"
T23021331,"898,5","898,5","6,3","5,76","1,80"
T23021341,829,"803,4","5,3","5,76","2,13"
T23021351,743,721,"6,4","8,39","2,47"
T23021361,575,"555,7","6,5","9,02","2,22"
T23021431,776,749,"6,6","6,17","2,84"
T23021441,1290,"1243,5","6,0","6,00","2,80"
T23021451,1018,985,"5,8","6,00","1,64"
T23021461,840,"801,4","6,3","5,54","2,60"
T23021541,"2111,4","2050,2","6,6","4,90","3,26"
T23021551,927,"903,2","5,4","5,66","2,37"
T23021561,878,"854,2","6,2","6,17","2,08"
T23021631,"928,8","897,9","6,8","6,03","2,54"
T23021641,862,"837,8","5,2","5,54","2,19"
T23021651,1230,"1196,5","6,0","8,39","2,13"
T23021661,864,"834,9","5,8","6,00","2,20"
T23021741,"834,6","806,2","6,3","6,17","2,13"
T23021751,875,"855,8","5,6","6,17","2,03"
T23021751,"732,2",709,"5,8","6,03","1,82"
T23021761,758,"733,1","5,8","5,54","2,04"
T23021831,"1119,2","1088,2","5,7","6,47","2,54"
T23021841,"438,2","419,5","5,8","7,30","2,35"
T23021851,583,583,"5,8","4,90","1,84"
T23021861,578,"560,7","6,3","6,17","2,15"
T23022031,"675,8",600,"6,4","8,39","1,85"
T23022031,"680,2","602,4","6,4","6,03","1,85"
T23022031,642,600,"6,4","6,47","1,85"
T23022051,1197,"1163,7","5,4","7,30","2,13"
T23022061,591,572,"6,7","6,30","2,21"
T23022131,856,834,"6,3","7,30","2,45"
T23022141,"793,6",767,"5,8","5,77","2,78"
T23022151,530,514,"6,5","5,77","1,32"
T23022161,831,"801,3","5,8","6,00","2,08"
T23022241,"1881,6","1828,1","6,7","5,94","3,26"
T23022251,844,"818,4","6,9","5,92","2,23"
T23022261,751,718,"6,2","5,92","2,32"
T23022331,993,"965,6","6,1","6,30","2,46"
T23022341,866,841,"5,2","6,47","2,34"
T23022351,1171,1146,"5,5","5,94","2,05"
T23022361,1019,"997,4","6,2","5,92","2,35"
T23022431,"514,8",495,"7,6","5,77","2,18"
T23022441,462,"443,5","7,2","6,30","2,17"
T23022451,979,948,"5,6","5,94","1,75"
T23022461,1081,"1052,7","5,3","5,92","2,21"
T23022531,"656,8",637,"7,7","6,30","2,11"
T23022541,"648,6","619,4","7,7","5,77","2,36"
T23022551,1174,1141,"5,3","5,06","2,30"
T23022561,859,"836,1","5,0","5,92","2,14"
T23022731,1069,"1040,7","5,3","6,84","2,34"
T23022741,609,"577,5","7,4","5,06","1,84"
T23022751,991,"966,7","6,0","5,06","2,16"
T23022761,1026,"993,6","5,6","6,84","2,24"
T23022831,2217,2163,"6,5","7,36","2,94"
T23022851,1017,"986,4","5,8","6,84","1,74"
T23022861,1047,1025,"5,4","7,36","2,08"
T23030131,629,"610,6","5,9","5,29","1,98"
T23030141,1045,"1014,4","6,1","6,84","2,64"
T23030151,1038,1016,"5,5","7,36","1,93"
T23030161,1081,"1051,3","5,6","5,06","2,63"
T23030241,1046,"1002,4","7,1","5,50","2,15"
T23030251,1024,"995,5","5,6","5,50","2,31"
T23030261,760,"737,5","5,7","5,29","2,44"
T23030331,818,"793,7","6,5","5,29","2,08"
T23030341,648,"624,2","6,5","5,29","1,76"
T23030351,983,"949,7","6,8","5,50","1,70"
T23030361,776,"751,3","6,3","5,50","2,50"
T23030431,876,"858,4","5,6","6,81","2,15"
T23030441,656,"629,5","7,2","6,81","2,52"
T23030451,902,"874,1","5,6","5,29","2,27"
T23030461,525,"509,3","7,2","6,81","2,12"
T23030631,"792,4","792,4","6,5","6,35","2,73"
T23030641,"561,6","531,5","6,7","6,35","1,81"
T23030651,936,"908,6","6,6","6,81","1,94"
T23030661,290,"278,8",,"5,29",
T23030731,1072,1045,"6,0","5,70","2,74"
T23030741,682,"655,9","6,7","6,81","2,64"
T23030751,1054,1027,"5,9","6,35","2,08"
T23030761,922,886,"6,4","5,70","2,27"
T23030841,"1168,6","1140,3","5,5","5,04","2,80"
T23030851,1141,"1117,6","6,0","6,35","1,90"
T23030851,622,604,"6,3","5,70","1,81"
T23030861,643,"620,5","7,1","6,35","1,99"
T23030931,"877,4","842,3","7,8","5,04","1,99"
T23030941,"903,8","872,3","7,4","5,71","2,90"
T23030951,1136,"1110,4","5,8","5,04","2,23"
T23030961,766,743,"6,4","5,40","2,57"
T23031031,"1378,8","1344,5","6,6","5,84","2,78"
T23031041,"799,8","774,2","6,4","5,70","2,20"
T23031051,983,"957,8","6,1","5,04","2,00"
T23031061,857,"821,9","6,0","5,70","2,42"
T23031131,"909,8","886,9","6,3","5,40","2,38"
T23031141,"663,6","645,2","7,0","5,71","1,99"
T23031151,1250,"1218,1","5,9","5,40","2,10"
T23031161,1306,1272,"5,7","6,66","2,32"
T23031331,"825,4","798,4","6,1","6,66","2,12"
T23031341,"483,2","1344,5","7,4","5,91","2,96"
T23031351,558,"542,7","5,9","5,84","2,09"
T23031361,1061,"1031,8","6,3","5,71","2,21"
T23031431,1033,"1003,7","6,1","9,96","2,53"
T23031451,1006,972,"5,7","5,84","1,96"
T23031461,536,516,"6,2","6,66","1,81"
T23031531,"571,4","554,3","6,1","9,96","2,19"
T23031541,"281,8",271,,"9,96",
T23031551,771,"749,4","5,6","9,96","2,16"
T23031561,1227,1187,"7,0","5,91","2,00"
T23031631,1022,"993,2","6,3","8,38","2,08"
T23031641,"1115,8","1080,7","6,3","8,38","2,47"
T23031651,1059,"1027,5","5,3","6,37","2,15"
T23031731,"1368,8","1337,3","6,2","6,37","2,16"
T23031741,"673,6","651,6","5,9","8,38","2,13"
T23031751,927,"903,6","6,2","5,72","2,80"
T23031761,927,"894,2","6,5","5,72","2,01"
T23031831,"808,8","787,2","5,9","6,27","2,34"
T23031841,"323,6",311,,"6,27",
T23031851,575,"555,7","5,8","6,37","1,78"
T23031861,916,"898,6","5,8","5,91","2,19"
T23032031,"1050,6","1024,5","6,0","7,21","1,90"
T23032041,"905,6","881,8","5,6","5,72","1,91"
T23032051,1313,"1285,5","4,8","7,15","1,80"
T23032061,1318,"1285,5","5,4","7,15","2,26"
T23032131,"926,4",898,"7,0","6,05","2,66"
T23032141,"1029,2",995,"6,2","7,21","2,14"
T23032151,959,936,"5,7","6,05","1,74"
T23032161,643,626,"6,3","6,27","1,92"
T23032231,"743,4",727,"7,1","6,27","2,05"
T23032241,"1074,4","1046,5","6,5","6,05","2,30"
T23032251,827,805,"6,3","6,05","2,00"
T23032251,1218,1186,"6,1","4,78","1,82"
T23032261,1133,1101,"6,5","4,78","2,68"
T23032331,"918,8",,"6,7",,"2,13"
T23032341,"812,4",790,"6,7","4,78","2,35"
T23032361,869,841,"6,4","4,78","2,09"
T23032431,578,560,"6,2","5,82","2,17"
T23032441,"946,6",917,"6,7","5,82","2,13"
T23032451,946,925,"5,8","5,82","1,73"
T23032461,741,"720,9","6,4","7,21","2,16"
T23032731,"816,2","894,2","6,4","7,00","2,29"
T23032741,"782,4","757,2","7,7","7,00","2,19"
T23032751,918,"894,2","6,8","7,00","1,93"
T23032761,712,690,"8,4","5,82","3,18"
T23032831,"1332,8","1292,8","7,1","7,00","1,95"
T23032851,755,736,"6,0","5,82","1,70"
T23032861,751,"730,8","6,2","6,50","2,18"
T23032931,"618,6","598,4","6,8","6,50","1,90"
T23032941,"844,2",822,"5,1","6,50","2,50"
T23032951,554,"536,3","7,5","6,50","2,16"
T23032961,741,"723,9","5,2","6,50","1,93"
T23033031,"756,2","735,1","6,0","7,33","2,08"
T23033041,"1289,2","1255,5","6,0","7,70","2,02"
T23033051,875,"855,2","5,5","7,33","1,99"
T23033051,1066,"1039,5","5,9","6,42","1,93"
T23033061,648,628,"6,4","6,50","2,07"
T23033131,948,"927,3","6,7","7,70","2,35"
T23033141,702,676,"7,2","7,33","2,38"
T23033151,1119,1088,"6,1","7,70","1,51"
T23033161,724,"705,5","6,6","7,70","2,15"
T23040131,1342,1300,"8,3","6,95","1,66"
T23040161,904,"877,9","6,2","7,33","1,86"
T23040331,1193,"1159,3","5,8","6,42","2,10"
T23040341,578,"563,2","6,9","6,42","2,10"
T23040351,729,710,"6,7","6,42","1,90"
T23040361,1095,1069,"6,7","6,95","2,53"
T23040441,1310,1270,"6,3","6,42","2,10"
T23040451,988,970,"6,2","6,95","2,20"
T23040461,779,"758,8","6,4","7,33","2,30"
T23040531,1244,"1221,9","6,2","6,42","2,10"
T23040531,367,350,"6,2","6,42","2,10"
T23040551,780,"766,2","6,1","6,42","1,78"
T23040561,790,"768,1","6,4","6,42","2,71"
T23040631,741,"724,4","6,3","6,95","2,14"
T23040641,900,"874,8","6,3","6,27","2,48"
T23040651,1146,"1125,3","6,4","5,65","1,89"
T23040661,637,"636,6","7,3","5,65","2,73"
T23041141,1752,1699,"8,0","5,65","2,29"
T23041151,882,863,"6,5","6,27","1,79"
T23041161,612,594,"6,9","6,27","2,28"
T23041231,1292,"1259,6","5,8","7,81","2,55"
T23041241,546,524,"6,4","6,27","2,19"
T23041251,1005,"981,6","6,5","7,81","1,72"
T23041261,938,912,"5,9","7,81","2,51"
T23041331,1121,1094,"6,5","7,81","2,31"
T23041341,728,"698,8","6,0","7,81","1,83"
T23041351,993,971,"6,6","7,81","2,10"
T23041361,747,"725,4","6,7","6,27","2,40"
T23041431,846,825,"6,8","6,76","2,18"
T23041431,846,825,"6,8","6,76","2,18"
T23041441,618,"597,3","8,5","6,76","2,88"
T23041441,618,"597,3","8,5","6,76","2,88"
T23041451,1193,"1160,8","7,2","6,76","1,62"
T23041451,1193,"1160,8","7,2","6,76","1,62"
T23041461,640,"617,5","6,6","5,87","2,10"
T23041531,1414,1376,"6,8","5,87","1,98"
T23041551,1024,"1001,6","8,6","6,42","2,20"
T23041551,1024,"1001,6","8,6","6,42","2,20"
T23041561,477,"463,1","7,5","7,81","1,71"
T23041731,880,"855,6","5,9","5,88","2,38"
T23041741,910,"883,9","5,8","6,42","2,09"
T23041741,910,"883,9","5,8","6,42","2,09"
T23041751,793,"774,1","7,6","6,42","2,12"
T23041751,793,"774,1","7,6","6,42","2,12"
T23041761,850,"823,7","7,6","7,19","2,73"
T23041761,850,"823,7","7,6","7,19","2,73"
T23041841,818,"792,8","7,0","6,61","2,72"
T23041841,985,959,"5,6","5,88","2,39"
T23041841,818,"792,8","7,0","6,61","2,72"
T23041851,956,934,"7,1","7,19","1,87"
T23041851,956,934,"7,1","7,19","1,87"
T23041931,764,744,"7,2","7,19","2,16"
T23041931,764,744,"7,2","7,19","2,16"
T23041941,1025,"1003,6","6,8","5,63","2,77"
T23041951,1087,1059,"6,6","6,61","1,52"
T23041951,1087,1059,"6,6","6,61","1,52"
T23041961,726,"707,2","6,6","5,88","1,88"
T23042031,1717,"1668,9","6,8","6,24","2,82"
T23042051,686,671,"7,3","5,87","2,33"
T23042061,916,"894,4","6,4","5,63","2,20"
T23042131,1179,"1165,1","5,9","5,67","2,34"
T23042131,1179,"1165,1","5,9","5,67","2,34"
T23042141,867,"844,1","5,9","5,63","2,09"
T23042151,808,"792,3","6,3","6,24","1,80"
T23042161,786,"764,9","6,6","5,03","2,41"
T23042241,1943,1901,"6,0","5,67","1,95"
T23042241,1943,1901,"6,0","5,67","1,95"
T23042251,783,762,"6,2","5,03","1,92"
T23042261,760,743,"5,7","6,61","2,54"
T23042261,760,743,"5,7","6,61","2,54"
T23042431,575,"554,8","5,9","6,24","1,45"
T23042441,714,660,"6,7",,"2,06"
T23042451,1182,"1159,5","6,2","5,03","2,16"
T23042461,1076,1053,"5,5","5,63","2,09"
T23042531,990,964,"6,5","6,75","1,76"
T23042541,913,"884,3","6,0","6,48","2,01"
T23042541,913,"884,3","6,0","6,48","2,01"
T23042551,1092,"1067,3","7,0","5,67","2,39"
T23042551,1092,"1067,3","7,0","5,67","2,39"
T23042561,764,737,"7,2","6,24","1,00"
T23042631,833,"814,1","5,5","6,48","2,29"
T23042631,833,"814,1","5,5","6,48","2,29"
T23042641,873,"850,9","6,0","6,48","2,23"
T23042651,936,"915,2","6,3","5,03","2,36"
T23042661,787,763,"6,7","6,75","2,72"
T23042731,960,940,"6,2","5,33","2,02"
T23042741,600,"581,1","5,9","8,20","1,66"
T23042751,1049,1030,"6,0","8,20","2,35"
T23042761,619,602,"6,3","5,33","1,82"
T23042831,711,694,"6,2","7,41","1,95"
T23042841,673,650,"6,8","7,34","1,86"
T23042841,673,650,"6,8","7,34","1,86"
T23042861,965,"942,1","6,5","5,33","2,35"
T23042941,820,796,"5,5","6,75","1,58"
T23042951,698,687,"6,2","7,41","2,32"
T23042961,1058,1033,"6,8","7,34","2,61"
T23042961,1058,1033,"6,8","7,34","2,61"
T23050131,1205,1205,"5,1","8,20","1,94"
T23050151,951,"929,1","5,9","6,26","2,00"
T23050151,772,"755,5","6,0","7,41","2,19"
T23050151,951,"929,1","5,9","6,26","2,00"
T23050161,1177,1155,"5,4","7,34","2,46"
T23050161,1177,1155,"5,4","7,34","2,46"
T23050231,1086,1064,"6,4","6,14","2,26"
T23050241,515,499,"7,4","7,41","2,70"
T23050251,875,855,"7,0","6,26","2,61"
T23050251,875,855,"7,0","6,26","2,61"
T23050261,642,623,"7,0","6,14","2,07"
T23050441,850,"825,8","5,7","6,26","2,05"
T23050441,850,"825,8","5,7","6,26","2,05"
T23050451,1004,984,"6,1","6,14","2,28"
T23050461,548,532,"6,8","6,14","2,35"
T23050461,566,550,"7,0","6,14","1,68"
T23050531,1065,"1038,9","6,2","6,41","2,16"
T23050531,1065,"1038,9","6,2","6,41","2,16"
T23050551,760,736,"5,4","6,41","1,89"
T23050551,760,736,"5,4","6,41","1,89"
T23050561,882,860,"7,4","6,41","2,56"
T23050561,882,860,"7,4","6,41","2,56"
T23050631,558,"543,6","7,2","5,88","2,13"
T23050641,976,957,"6,3","5,36","2,16"
T23050651,802,785,"5,6","5,36","2,31"
T23050661,595,"578,7","6,8","5,88","2,40"
T23050831,1038,"1015,5","7,0","7,77","2,22"
T23050841,925,"902,9","7,1","5,36","2,43"
T23050851,993,"969,1","6,5","6,47","2,28"
T23050861,741,"724,4","6,4","7,77","2,53"
T23050931,996,974,"5,7","7,77","1,73"
T23050941,1373,"1345,1","7,8","6,32","1,95"
T23050951,923,903,"5,5","6,32","2,35"
T23050961,974,"953,8","5,3","6,47","2,04"
T23051031,808,791,"6,0","6,47","2,23"
T23051041,228,222,,"7,77",
T23051051,696,680,"5,4","6,47","1,66"
T23051061,668,"649,7","6,8","6,32","1,76"
T23051131,1019,"998,8","5,6","7,77","2,09"
T23051141,684,668,"6,0","6,31","1,95"
T23051151,990,972,"6,1","7,24","1,36"
T23051161,758,"739,9","5,0","6,47","2,00"
T23051231,529,518,"5,8","6,32","1,94"
T23051231,801,"784,4","5,7","6,31","2,37"
T23051251,1052,"1035,4","5,7","6,31","2,21"
T23051261,625,611,"7,2","6,32","2,33"
T23051531,763,743,"7,6","5,48","2,62"
T23051541,727,"710,5","8,1","5,96","2,44"
T23051541,727,"710,5","8,1","5,96","2,44"
T23051551,1079,1058,"8,0","5,43","2,42"
T23051561,896,"877,6","6,6","6,31","2,39"
T23051631,1049,1022,"6,6","5,96","1,83"
T23051631,1049,1022,"6,6","5,96","1,83"
T23051641,450,"438,2","6,9","6,31","2,02"
T23051651,801,778,"7,6","5,43","1,95"
T23051661,692,671,"8,9","5,96","2,42"
T23051661,692,671,"8,9","5,96","2,42"
T23051731,783,765,"7,9","5,92","2,42"
T23051741,551,535,"8,5","5,92","2,17"
T23051761,498,484,"7,3","5,48","2,43"
T23051831,1711,1661,"7,7","5,92","2,26"
T23051851,786,762,"7,1","5,43","2,32"
T23051931,742,"721,3","8,4","5,48","2,55"
T23051941,1151,"1126,3","6,6","5,43","2,38"
T23051951,1238,"1214,2","6,9","5,96","2,16"
T23051951,1238,"1214,2","6,9","5,96","2,16"
T23051961,735,"716,6","7,5","5,48","2,50"
T23052031,887,"861,8","7,3","6,59","2,36"
T23052041,899,"878,8","7,3","6,59","2,34"
T23052051,1016,"994,4","6,2","5,20","2,21"
T23052061,389,376,"7,4","5,20","2,54"
T23052241,1644,1598,"7,0","5,57","2,37"
T23052241,1644,1598,"7,0","5,57","2,37"
T23052251,938,918,"6,0","5,20","2,53"
T23052261,1020,"999,3","6,1","5,20","2,06"
T23052341,1567,1532,"5,4",,"2,20"
T23052351,825,788,"6,7","5,57","1,83"
T23052351,825,788,"6,7","5,57","1,83"
T23052361,954,"931,1","5,6","6,59","2,19"
T23052431,691,"666,4","7,6","9,16","2,40"
T23052441,541,"525,7","7,1","5,20","2,88"
T23052451,911,"893,5","5,7","5,06","2,46"
T23052531,1092,1065,"5,9","9,16","1,81"
T23052541,1170,1147,"6,6","5,72","2,22"
T23052541,1170,1147,"6,6","5,72","2,22"
T23052551,924,898,"6,4","5,06","1,32"
T23052561,731,711,"7,0","5,06","2,23"
T23052631,154,150,,"6,59",
T23052631,1092,"1072,2","5,5","7,24","2,51"
T23052641,873,851,"6,5","5,57","2,32"
T23052641,873,851,"6,5","5,57","2,32"
T23053031,1730,"1676,5","6,7","5,08","2,33"
T23053051,987,966,"6,3","5,08","1,67"
T23053061,809,789,"6,2","6,59","1,84"
T23053141,969,"945,5","6,9","7,81","1,78"
T23053161,691,"674,4","6,8","9,16","2,25"
T23060131,763,"746,2","7,2","5,72","2,29"
T23060131,763,"746,2","7,2","5,72","2,29"
T23060141,405,498,"6,4","7,24","2,26"
T23060151,1073,"1052,7","5,5","7,24","2,02"
T23060161,904,"883,2","4,9","5,72","1,97"
T23060161,904,"883,2","4,9","5,72","1,97"
T23060231,711,"693,3","5,9","5,57","1,65"
T23060231,711,"693,3","5,9","5,57","1,65"
T23060241,1004,981,"6,1","5,08","1,95"
T23060251,613,591,"5,7","5,48","1,59"
T23060341,1341,"1310,4","6,8","7,81","2,21"
T23060351,1063,"1044,6","6,4","5,51","2,11"
T23060351,1063,"1044,6","6,4","5,51","2,11"
T23060361,792,753,"6,0","5,47","2,79"
T23060531,1196,"1169,9","5,4","5,47","1,49"
T23060551,683,670,"6,2","5,51","1,89"
T23060551,683,670,"6,2","5,51","1,89"
T23060561,861,"841,7","6,2","5,47","2,11"
T23060631,758,"737,6","6,5","7,81","1,99"
T23060641,1392,1337,"5,3","5,51","2,30"
T23060641,1392,1337,"5,3","5,51","2,30"
T23060651,756,741,"6,6","5,51","1,91"
T23060651,756,741,"6,6","5,51","1,91"
T23060661,451,442,"5,9","7,81","2,21"
T23060731,715,694,"6,8","5,25","2,27"
T23060741,801,780,"7,0","5,25","2,28"
T23060751,889,871,"6,3","5,25","1,83"
T23060761,792,774,"6,6","5,25","2,22"
T23060931,1613,1577,"6,8","5,99","2,03"
T23060931,1613,1577,"6,8","5,99","2,03"
T23060951,961,961,,,
T23060961,1089,"1061,6","6,9","5,99","2,18"
T23060961,1089,"1061,6","6,9","5,99","2,18"
T23061041,880,864,"7,4","6,06","1,97"
T23061041,880,864,"7,4","6,06","1,97"
T23061051,975,975,,,
T23061061,912,893,"7,5","6,06","2,53"
T23061061,912,893,"7,5","6,06","2,53"
T23061231,1227,"1201,2","6,2","6,06","1,73"
T23061231,1227,"1201,2","6,2","6,06","1,73"
T23061241,802,784,"6,9","4,75","2,17"
T23061251,340,332,,"5,99",
T23061251,340,332,,"5,99",
T23061261,780,762,"6,6","5,99","2,15"
T23061261,780,762,"6,6","5,99","2,15"
T23061331,592,"577,4","7,2","5,67","1,89"
T23061331,592,"577,4","7,2","5,67","1,89"
T23061341,288,282,,"5,67",
T23061341,288,282,,"5,67",
T23061351,649,"706,5","5,4","5,25","1,17"
T23061351,792,"706,5","5,4","4,75","1,17"
T23061441,1525,1497,"6,9","6,32","1,61"
T23061451,855,"837,5","7,0","5,67","2,13"
T23061451,855,"837,5","7,0","5,67","2,13"
T23061461,476,462,"7,5","4,75","2,42"
T23061531,737,723,"7,8","4,75","1,83"
T23061541,1012,"992,2","6,9","4,75","2,96"
T23061561,1007,"985,4","6,0","6,32","2,15"
T23061631,1797,1760,"6,9","6,32","2,19"
T23061661,554,"841,7","6,9","5,47","2,58"
T23061731,514,"501,7","6,6","5,66","1,82"
T23061731,514,"501,7","6,6","5,66","1,82"
T23061741,745,720,"5,5","5,59","0,81"
T23061741,745,720,"5,5","5,59","0,81"
T23061741,679,"670,7","5,5","4,83","0,81"
T23061751,1061,"1042,1","6,8","4,83","2,44"
T23061761,1030,"1002,3","7,3","5,59","2,32"
T23061761,1030,"1002,3","7,3","5,59","2,32"
T23061931,764,"746,5","6,2","4,83","2,34"
T23061941,885,"861,2","6,1","5,66","2,09"
T23061941,885,"861,2","6,1","5,66","2,09"
T23061951,404,390,"6,6","5,68","1,25"
T23061961,913,887,"7,6","5,59","2,40"
T23061961,913,887,"7,6","5,59","2,40"
T23062031,352,343,"7,8","5,59","1,62"
T23062031,352,343,"7,8","5,59","1,62"
T23062041,961,934,"6,1","5,59","2,51"
T23062041,961,934,"6,1","5,59","2,51"
T23062051,745,722,,,
T23062061,815,790,"5,1","5,68","1,36"
T23062131,655,"634,8","6,6","5,68","2,11"
T23062141,639,"634,8","6,2","5,68","2,13"
T23062151,532,"516,3","5,9","5,68","2,35"
T23062231,345,"333,3",,"6,06",
T23062231,345,"333,3",,"6,06",
T23062251,1073,"1048,3","5,5","5,66","1,94"
T23062251,1073,"1048,3","5,5","5,66","1,94"
T23062261,874,851,"6,0","6,06","1,99"
T23062261,874,851,"6,0","6,06","1,99"
T23062331,767,"749,5","6,3","5,66","1,37"
T23062331,767,"749,5","6,3","5,66","1,37"
T23062341,563,550,"6,2","5,66","1,94"
T23062341,563,550,"6,2","5,66","1,94"
T23062351,482,"467,6","7,1","5,66","2,54"
T23062351,482,"467,6","7,1","5,66","2,54"
T23062361,590,"570,7","6,4","5,66","1,83"
T23062361,590,"570,7","6,4","5,66","1,83"
T23062441,1109,"1082,9","6,4","5,67","2,38"
T23062441,1109,"1082,9","6,4","5,67","2,38"
T23062451,1112,1085,"6,2","5,67","1,95"
T23062451,1112,1085,"6,2","5,67","1,95"
T23062461,505,"486,4","7,2","5,68","2,23"
T23062631,918,"893,5","6,2","4,79","1,85"
T23062641,489,476,"5,6","4,79","1,69"
T23062651,753,"734,5","8,0","4,79","2,00"
T23062661,841,823,"6,0","5,66","2,46"
T23062661,841,823,"6,0","5,66","2,46"
T23062731,785,"764,8","7,7","4,83","1,79"
T23062741,469,460,"6,5","5,66","2,07"
T23062741,469,460,"6,5","5,66","2,07"
T23062761,629,"614,5","7,3","4,83","2,11"
T23062831,484,469,"6,8","4,87","1,76"
T23062841,560,545,"6,0","4,87","1,08"
T23062851,494,480,"6,1","4,87","2,11"
T23063031,1840,1801,"7,2","5,74","1,93"
T23063031,1840,1801,"7,2","5,74","1,93"
T23063051,840,"820,2","6,6","4,87","2,25"
T23063061,691,"672,1","7,3","4,79","2,17"
T23070131,855,831,"7,6","4,87","1,94"
T23070141,820,802,"7,1","5,66","1,71"
T23070141,820,802,"7,1","5,66","1,71"
T23070151,133,"125,8",,"4,79",
T23070331,352,"341,3","8,3","4,87","2,22"
T23070651,392,384,"7,0","5,74","2,15"
T23070651,392,384,"7,0","5,74","2,15"
T23071051,553,520,"7,2","5,66","2,30"
T23071051,553,520,"7,2","5,66","2,30"
T23071051,441,452,"7,2","4,79","2,30"
T23071261,663,"645,9","6,1","7,13","2,02"
T23071261,663,"645,9","6,1","7,13","2,02"
T23071361,397,382,"6,8","5,74","2,02"
T23071361,397,382,"6,8","5,74","2,02"
